DisasterNumber,State,disasterType,incidentType,Title,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,StateCode,CountyCode,FIPSCode
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,121,f26121
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,3,f12003
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,159,f26159
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,51,f12051
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,77,f12077
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,103,f12103
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,133,f12133
3140,CA,EM,Fire,CA-WILDFIRES-08/25/1999,1999,8,24,1999,11,29,6,115,f06115
3141,NC,EM,Hurricane,HURRICANE DENNIS,1999,8,29,1999,9,11,37,137,f37137
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,21,f48021
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,43,f48043
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,67,f48067
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,87,f48087
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,107,f48107
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,173,f48173
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,289,f48289
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,129,f48129
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,237,f48237
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,151,f48151
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,265,f48265
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,195,f48195
3133,AL,EM,Hurricane,HURRICANE GEORGES,1998,9,28,1998,10,6,1,61,f01061
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,217,f48217
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,21,f17021
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,107,f17107
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,71,f17071
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,139,f17139
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,179,f17179
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,49,f18049
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,81,f18081
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,11,f18011
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,109,f18109
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,141,f18141
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,179,f18179
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,67,f26067
3136,NY,EM,Snow,SNOW,1999,1,1,1999,1,15,36,73,f36073
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,119,f26119
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,75,f12075
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,49,f12049
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,23,f12023
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,149,f26149
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,99,f12099
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,1,f12001
3140,CA,EM,Fire,CA-WILDFIRES-08/25/1999,1999,8,24,1999,11,29,6,109,f06109
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,131,f12131
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,19,f48019
3141,NC,EM,Hurricane,HURRICANE DENNIS,1999,8,29,1999,9,11,37,133,f37133
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,41,f48041
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,85,f48085
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,65,f48065
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,105,f48105
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,125,f48125
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,149,f48149
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,171,f48171
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,193,f48193
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,213,f48213
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,235,f48235
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,263,f48263
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,89,f17089
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,41,f17041
3133,AL,EM,Hurricane,HURRICANE GEORGES,1998,9,28,1998,10,6,1,129,f01129
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,125,f17125
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,287,f48287
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,149,f17149
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,197,f17197
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,59,f18059
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,21,f18021
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,91,f18091
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,157,f18157
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,121,f18121
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,1,f26001
3136,NY,EM,Snow,SNOW,1999,1,1,1999,1,15,36,9,f36009
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,77,f26077
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,125,f26125
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,163,f26163
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,7,f12007
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,57,f12057
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,107,f12107
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,83,f12083
3140,CA,EM,Fire,CA-WILDFIRES-08/25/1999,1999,8,24,1999,11,29,6,23,f06023
3141,NC,EM,Hurricane,HURRICANE DENNIS,1999,8,29,1999,9,11,37,19,f37019
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,1,f48001
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,27,f48027
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,49,f48049
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,71,f48071
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,91,f48091
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,111,f48111
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,135,f48135
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,155,f48155
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,199,f48199
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,179,f48179
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,221,f48221
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,241,f48241
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,269,f48269
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,293,f48293
3133,AL,EM,Hurricane,HURRICANE GEORGES,1998,9,28,1998,10,6,1,99,f01099
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,39,f17039
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,75,f17075
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,123,f17123
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,147,f17147
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,187,f17187
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,17,f18017
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,57,f18057
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,87,f18087
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,113,f18113
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,151,f18151
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,183,f18183
3136,NY,EM,Snow,SNOW,1999,1,1,1999,1,15,36,121,f36121
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,75,f26075
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,123,f26123
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,161,f26161
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,5,f12005
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,27,f12027
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,55,f12055
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,81,f12081
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,105,f12105
3140,CA,EM,Fire,CA-WILDFIRES-08/25/1999,1999,8,24,1999,11,29,6,7,f06007
3141,NC,EM,Hurricane,HURRICANE DENNIS,1999,8,29,1999,9,11,37,13,f37013
3141,NC,EM,Hurricane,HURRICANE DENNIS,1999,8,29,1999,9,11,37,141,f37141
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,23,f48023
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,45,f48045
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,69,f48069
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,89,f48089
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,109,f48109
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,133,f48133
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,153,f48153
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,177,f48177
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,197,f48197
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,219,f48219
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,239,f48239
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,267,f48267
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,291,f48291
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,167,f17167
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,93,f17093
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,65,f18065
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,111,f17111
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,95,f18095
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,53,f17053
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,33,f18033
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,131,f18131
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,9,f17009
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,203,f17203
3136,NY,EM,Snow,SNOW,1999,1,1,1999,1,15,36,29,f36029
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,165,f18165
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,91,f26091
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,11,f26011
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,129,f26129
3138,NY,EM,Snow,SNOW,1999,3,3,1999,3,6,36,55,f36055
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,11,f12011
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,61,f12061
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,39,f12039
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,87,f12087
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,117,f12117
3140,CA,EM,Fire,CA-WILDFIRES-08/25/1999,1999,8,24,1999,11,29,6,63,f06063
3141,NC,EM,Hurricane,HURRICANE DENNIS,1999,8,29,1999,9,11,37,49,f37049
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,5,f48005
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,31,f48031
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,53,f48053
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,75,f48075
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,95,f48095
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,115,f48115
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,141,f48141
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,159,f48159
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,183,f48183
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,203,f48203
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,225,f48225
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,245,f48245
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,275,f48275
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,299,f48299
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,1,f17001
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,201,f17201
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,43,f17043
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,23,f18023
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,91,f17091
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,63,f18063
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,155,f17155
3134,IL,EM,Snow,IL-WINTER STORM  1/1/99,1999,1,1,1999,1,15,17,109,f17109
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,89,f18089
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,127,f18127
3135,IN,EM,Snow,IN-WINTER STORM 12/23/98,1999,1,1,1999,1,15,18,159,f18159
3136,NY,EM,Snow,SNOW,1999,1,1,1999,1,15,36,13,f36013
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,5,f26005
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,81,f26081
3137,MI,EM,Snow,MI - SEVERE WEATHER 1/2 /99,1999,1,2,1999,1,15,26,127,f26127
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,9,f12009
3138,NY,EM,Snow,SNOW,1999,3,3,1999,3,6,36,51,f36051
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,115,f12115
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,37,f12037
3140,CA,EM,Fire,CA-WILDFIRES-08/25/1999,1999,8,24,1999,11,29,6,55,f06055
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,85,f12085
3139,FL,EM,Fire,FL-FIRES 04/15/99,1999,4,15,1999,5,25,12,59,f12059
3141,NC,EM,Hurricane,HURRICANE DENNIS,1999,8,29,1999,9,11,37,31,f37031
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,3,f48003
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,51,f48051
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,29,f48029
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,73,f48073
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,93,f48093
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,113,f48113
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,137,f48137
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,157,f48157
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,181,f48181
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,201,f48201
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,223,f48223
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,271,f48271
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,243,f48243
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,295,f48295
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,313,f48313
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,351,f48351
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,331,f48331
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,373,f48373
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,395,f48395
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,417,f48417
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,459,f48459
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,439,f48439
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,481,f48481
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,503,f48503
3143,FL,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,16,12,109,f12109
3145,SC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,25,45,9,f45009
3145,SC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,25,45,33,f45033
3145,SC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,25,45,67,f45067
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,17,f37017
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,53,f37053
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,79,f37079
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,107,f37107
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,139,f37139
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,163,f37163
3148,NJ,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,16,1999,9,18,34,39,f34039
3148,NJ,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,16,1999,9,18,34,19,f34019
3147,VA,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,13,1999,9,26,51,199,f51199
3150,FL,EM,Hurricane,TROPICAL STORM IRENE - FLORIDA,1999,10,14,1999,10,19,12,105,f12105
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,191,f37191
3150,FL,EM,Hurricane,TROPICAL STORM IRENE - FLORIDA,1999,10,14,1999,10,19,12,71,f12071
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,305,f48305
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,329,f48329
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,371,f48371
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,349,f48349
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,393,f48393
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,415,f48415
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,437,f48437
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,477,f48477
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,457,f48457
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,501,f48501
3143,FL,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,16,12,99,f12099
3145,SC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,25,45,5,f45005
3145,SC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,25,45,63,f45063
3145,SC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,14,1999,9,25,45,31,f45031
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,15,f37015
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,51,f37051
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,77,f37077
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,105,f37105
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,137,f37137
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,159,f37159
3146,NC,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,15,1999,10,4,37,187,f37187
3147,VA,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,13,1999,9,26,51,193,f51193
3148,NJ,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,16,1999,9,18,34,17,f34017
3148,NJ,EM,Hurricane,HURRICANE FLOYD EMERGENCY DECLARATIONS,1999,9,16,1999,9,18,34,37,f34037
3150,FL,EM,Hurricane,TROPICAL STORM IRENE - FLORIDA,1999,10,14,1999,10,19,12,21,f12021
3150,FL,EM,Hurricane,TROPICAL STORM IRENE - FLORIDA,1999,10,14,1999,10,19,12,69,f12069
3150,FL,EM,Hurricane,TROPICAL STORM IRENE - FLORIDA,1999,10,14,1999,10,19,12,103,f12103
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,357,f48357
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,317,f48317
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,377,f48377
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,399,f48399
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,421,f48421
3142,TX,EM,Fire,EXTREME FIRE HAZARDS,1999,8,1,1999,12,10,48,335,f48335
